,pl_name,hostname,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,has_two_min
160,BD+20 274 b,BD+20 274,TIC 60923874,Gaia DR2 96530596864007552,1,1,0,Published Confirmed,0,578.2,5.4,-5.4,0.0,1.3,,,0.0,,,,,,,,,,,,,,,,,0.21,0.06,-0.06,0.0,,,,,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,1.99,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.920317899999997,+21d00m18.97s,21.005269199999997,1322.51,80.535,-80.535,8.1716,0.0065,-0.0065,False
161,BD+20 594 b,BD+20 594,TIC 26123781,Gaia DR2 58200934326315136,1,1,0,Published Confirmed,0,41.688644,0.003353,-0.003419,0.0,,,,,2.355,0.31,-0.16699999999999998,0.0,0.21,0.027999999999999997,-0.015,0.0,,,,,,,,,,,,,,,,,0.96,0.1,-0.05,0.0,0.96,0.03,-0.03,0.0,4.38,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.599020499999998,179.461,1.257,-1.24,10.4021,0.006,-0.006,False
164,BD+45 564 b,BD+45 564,TIC 292607437,Gaia DR2 353030751066772480,1,1,0,Published Confirmed,0,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,0.12,0.06,-0.06,0.0,,,,,,,,,0.81,0.07,-0.07,0.0,4.22,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.924218700000004,53.622,0.1919,-0.1905,8.8588,0.006,-0.006,False
165,BD+48 738 b,BD+48 738,TIC 302069358,Gaia DR2 438899345022759424,1,1,0,Published Confirmed,0,392.6,5.5,-5.5,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.2,0.1,-0.1,0.0,,,,,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,2.24,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,7.8885,0.0078,-0.0078,False
166,BD+48 740 b,BD+48 740,TIC 302070274,Gaia DR2 438444868763388800,1,1,0,Published Confirmed,0,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,0.76,0.05,-0.09,0.0,,,,,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,2.48,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m58.21s,40.7425426,+48d55m48.21s,48.930057899999994,666.589,21.5335,-21.5335,7.5248,0.0065,-0.0065,False
167,BD+49 828 b,BD+49 828,TIC 116376059,Gaia DR2 439327501725338752,1,1,0,Published Confirmed,0,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,,,,,,,,,,,,,,,,,0.35,0.24,-0.1,0.0,,,,,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,2.85,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m33.75s,45.640618700000005,+49d43m47.81s,49.7299481,442.042,7.654,-7.654,8.32678,0.006,-0.006,False
168,BD+55 362 b,BD+55 362,TIC 453226076,Gaia DR2 412783469966211456,1,1,0,Published Confirmed,0,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,0.27,0.06,-0.06,0.0,,,,,,,,,0.91,0.1,-0.1,0.0,4.09,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,8.6036,0.006,-0.006,False
169,BD+60 1417 b,BD+60 1417,TIC 159527171,Gaia DR2 1579929906250111232,1,1,0,Published Confirmed,0,,,,,1662.0,,,0.0,14.684000000000001,0.6729999999999999,-0.6729999999999999,0.0,1.31,0.06,-0.06,0.0,4767.4261,1589.14204,-1589.14204,0.0,15.0,5.0,-5.0,0.0,,,,,1303.0,74.0,-74.0,0.0,0.8,0.05,-0.05,0.0,1.0,,,0.0,4.55,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m33.01s,190.88754530000003,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,8.6054,0.006,-0.006,False
170,BD+63 1405 b,BD+63 1405,TIC 233075841,Gaia DR2 2160951157908163968,1,1,0,Published Confirmed,0,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,,,,,,,,,,,,,,,,,0.88,0.02,-0.02,0.0,,,,,,,,,0.82,0.08,-0.08,0.0,4.2,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,0.0329,-0.0329,8.1519,0.006,-0.006,False
171,BD-00 4475 b,BD-00 4475,TIC 262567433,Gaia DR2 2651390587219807744,1,1,0,Published Confirmed,0,723.2,0.74,-0.74,0.0,1.48,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,0.39,0.01,-0.01,0.0,,,,,,,,,0.81,0.1,-0.1,0.0,4.25,0.22,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m50.60s,347.71084410000003,+00d24m30.82s,0.4085612,42.6402,0.1816,-0.1801,8.2452,0.006,-0.006,False
172,BD-06 1339 b,BD-06 1339,TIC 66914642,Gaia DR2 3022099969137163904,1,2,0,Published Confirmed,0,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.7,,,0.0,4.74,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,8.2906,0.006,-0.006,False
174,BD-08 2823 b,BD-08 2823,TIC 33355302,Gaia DR2 3770419611540574080,1,2,0,Published Confirmed,0,5.6,0.02,-0.02,0.0,0.056,0.002,-0.002,0.0,,,,,,,,,,,,,,,,,0.15,0.15,-0.15,0.0,,,,,,,,,0.74,0.07,-0.07,0.0,4.13,0.26,-0.26,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.19719640000002,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,8.86,0.006,-0.006,False
177,BD-10 3166 b,BD-10 3166,TIC 148563075,Gaia DR2 3758629479636689536,1,1,0,Published Confirmed,0,3.487905,7.8e-05,-8.1e-05,0.0,0.045,0.00064,-0.00067,0.0,,,,,,,,,,,,,,,,,0.022,0.024,-0.015,0.0,,,,,0.97,0.02,-0.02,0.0,1.0,0.04,-0.04,0.0,4.46,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,9.3253,0.006,-0.006,True
181,BD-11 4672 b,BD-11 4672,TIC 217831699,Gaia DR2 4154598526336121600,1,2,0,Published Confirmed,0,1667.0,33.0,-31.0,0.0,2.28,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,0.05,0.06,-0.04,0.0,,,,,0.52,0.02,-0.02,0.0,0.57,0.01,-0.01,0.0,4.1,0.36,-0.36,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,8.7204,0.006,-0.006,False
184,BD-13 2130 b,BD-13 2130,TIC 288474555,Gaia DR2 3030262468592291072,1,1,0,Published Confirmed,0,714.3,5.3,-5.3,0.0,2.1,,,0.0,,,,,,,,,,,,,,,,,0.21,0.07,-0.07,0.0,,,,,,,,,2.4,0.2,-0.2,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m09.23s,114.28846920000001,-13d54m24.01s,-13.9066703,925.214,41.211,-41.211,8.999,0.0076,-0.0076,False
186,BD-17 63 b,BD-17 63,TIC 75377076,Gaia DR2 2367734656180397952,1,1,0,Published Confirmed,0,655.59998,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,0.54,0.0,0.0,0.0,,,,,0.74,0.04,-0.04,0.0,0.31,0.19,-0.19,0.0,4.19,0.26,-0.26,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.0929,-0.0924,8.5246,0.006,-0.006,False
188,CD Cet b,CD Cet,TIC 328465904,Gaia DR2 3179036008830848,1,1,0,Published Confirmed,0,2.2907,0.00012,-0.00012,0.0,0.0185,0.0013,-0.0013,0.0,,,,,,,,,,,,,,,,,,,,,464.0,18.0,-18.0,0.0,0.17,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,4.93,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h13m24.72s,48.353015500000005,+04d46m30.68s,4.775188099999999,8.60715,0.00658,-0.00658,10.6701,0.0078729,-0.0078729,True
189,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,,,1,1,0,Published Confirmed,0,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,,,,,,,,,3337.1,1430.2,-1430.2,0.0,10.5,4.5,-4.5,0.0,,,,,370.0,40.0,-40.0,0.0,,,,,0.02,0.01,-0.01,0.0,4.72,0.28,-0.28,0.0,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,14h58m29.00s,224.62083330000002,+10d13m43.0s,10.228611099999998,,,,,,,False
190,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,TIC 175744063,,1,1,0,Published Confirmed,0,8040000.0,470000.0,-470000.0,0.0,200.0,6.0,-6.0,0.0,20.849,0.56,-0.56,0.0,1.86,0.05,-0.05,0.0,2479.06157,222.47987999999998,-254.26272999999998,0.0,7.8,0.7,-0.8,0.0,,,,,1800.0,40.0,-40.0,0.0,0.24,0.01,-0.01,0.0,0.01,0.0,0.0,0.0,3.85,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,,18.525,1.0,-1.0,False
191,CHXR 73 b,CHXR 73,TIC 454291479,Gaia DR2 5201175987817179136,1,1,0,Published Confirmed,0,,,,,210.0,,,0.0,,,,,,,,,3994.486,2662.991,-1664.369,0.0,12.569,8.379,-5.237,0.0,,,,,,,,,,,,,0.35,,,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h06m28.66s,166.61939850000002,-77d37m33.14s,-77.6258725,190.374,6.647,-6.22,15.6098,0.008,-0.008,False
192,CI Tau b,CI Tau,TIC 61230756,Gaia DR2 145203159127518336,1,1,0,Published Confirmed,0,8.9891,0.0202,-0.0202,0.0,,,,,,,,,,,,,3686.828,921.707,-858.141,0.0,11.6,2.9,-2.7,0.0,0.25,0.16,-0.16,0.0,,,,,,,,,0.9,0.02,-0.02,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m52.02s,68.4667685,+22d50m29.83s,22.841619199999997,157.998,1.198,-1.18,11.1809,0.024,-0.024,False
193,COCONUTS-2 b,COCONUTS-2 A,TIC 272232401,Gaia DR2 5213167330349528064,1,1,0,Published Confirmed,0,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.442,0.336,-0.336,0.0,1.11,0.03,-0.03,0.0,2002.31896,476.74260999999996,-603.87397,0.0,6.3,1.5,-1.9,0.0,,,,,434.0,9.0,-9.0,0.0,0.39,0.01,-0.01,0.0,0.37,0.02,-0.02,0.0,4.83,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m12.22s,117.30091399999999,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042,8.94488,0.007670199999999999,-0.007670199999999999,False
194,CT Cha b,CT Cha,TIC 454259409,Gaia DR2 5201360671411974912,1,1,0,Published Confirmed,0,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,2.2,0.81,-0.6,0.0,5403.0,1907.0,-1907.0,0.0,17.0,6.0,-6.0,0.0,,,,,2600.0,250.0,-250.0,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m09.00s,166.03750380000002,-76d27m19.33s,-76.4553693,190.72,0.778,-0.771,10.9363,0.0076,-0.0076,False
195,CoRoT-1 b,CoRoT-1,TIC 36352297,Gaia DR2 3105507886130792448,1,1,0,Published Confirmed,0,1.5089686,6e-07,-6e-07,0.0,0.02536,0.00099,-0.00099,0.0,17.385,0.7290000000000001,-0.7290000000000001,0.0,1.551,0.065,-0.065,0.0,327.3649,31.783,-31.783,0.0,1.03,0.1,-0.1,0.0,,,,,1915.0,49.0,-49.0,0.0,1.13,0.05,-0.05,0.0,0.95,0.11,-0.11,0.0,4.31,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.0501,0.0165,-0.0165,True
200,CoRoT-10 b,CoRoT-10,TIC 405010127,Gaia DR2 4263752921128319616,1,1,0,Published Confirmed,0,13.2406,0.0002,-0.0002,0.0,0.106,0.0014,-0.0014,0.0,10.548,0.953,-0.953,0.0,0.941,0.085,-0.085,0.0,883.5674,47.6745,-47.6745,0.0,2.78,0.15,-0.15,0.0,,,,,647.0,24.0,-24.0,0.0,0.74,0.06,-0.06,0.0,0.9,0.04,-0.04,0.0,4.65,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,3.9865,-3.9865,13.8215,0.006,-0.006,False
203,CoRoT-11 b,CoRoT-11,TIC 110178537,Gaia DR2 4285511294172309504,1,1,0,Published Confirmed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,0.13,-0.13,0.0,1.56,0.1,-0.1,0.0,4.27,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037,24.947,-23.209,12.419,0.0216,-0.0216,False
208,CoRoT-12 b,CoRoT-12,TIC 280210963,Gaia DR2 3107255598526406912,1,1,0,Published Confirmed,0,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.0009199999999999999,0.0,16.14,1.46,-1.46,0.0,1.44,0.13,-0.13,0.0,291.438,22.247,-20.658,0.0,0.917,0.07,-0.065,0.0,0.07,0.063,-0.042,0.0,1442.0,58.0,-58.0,0.0,1.12,0.1,-0.09,0.0,1.08,0.08,-0.07,0.0,4.38,0.07,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37,55.745,-55.745,14.7971,0.0143,-0.0143,True
213,CoRoT-13 b,CoRoT-13,TIC 281909674,Gaia DR2 3101974231859723776,1,1,0,Published Confirmed,0,4.03515,2.6e-05,-2.5e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.03,-0.03,0.0,1.09,0.02,-0.02,0.0,4.46,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93,62.12,-56.15,14.4266,0.009,-0.009,True
217,CoRoT-14 b,CoRoT-14,TIC 282706928,Gaia DR2 3101145195794755072,1,1,0,Published Confirmed,0,1.51214,0.00013,-0.00013,0.0,0.026869999999999998,0.00078,-0.00078,0.0,11.411,0.8859999999999999,-0.8859999999999999,0.0,1.018,0.079,-0.079,0.0,2437.7561,158.915,-158.915,0.0,7.67,0.5,-0.5,0.0,,,,,1936.0,95.0,-95.0,0.0,1.19,0.14,-0.14,0.0,1.12,0.1,-0.1,0.0,4.34,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m41.81s,103.42420229999999,-05d32m09.74s,-5.5360385,1744.6,173.03,-144.9,15.2135,0.0135,-0.0135,True
220,CoRoT-16 b,CoRoT-16,TIC 218299481,Gaia DR2 4256135160951556480,1,1,0,Published Confirmed,0,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,0.0,13.115,1.569,-1.7930000000000001,0.0,1.17,0.14,-0.16,0.0,168.13207,31.147340000000003,-30.51168,0.0,0.529,0.098,-0.096,0.0,0.37,0.11,-0.12,0.0,,,,,1.19,0.14,-0.13,0.0,1.1,0.08,-0.08,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m05.92s,278.52466580000004,-06d00m09.37s,-6.0026025999999995,732.409,35.344,-32.282,14.7587,0.0152,-0.0152,False
222,CoRoT-17 b,CoRoT-17,TIC 218299312,Gaia DR2 4255957040079935488,1,1,0,Published Confirmed,0,3.7681,0.0003,-0.0003,0.0,0.0461,0.0008,-0.0008,0.0,11.43,0.78,-0.78,0.0,1.02,0.07,-0.07,0.0,772.29,95.34,-95.34,0.0,2.43,0.3,-0.3,0.0,0.0,,,0.0,1626.0,31.0,-31.0,0.0,1.59,0.07,-0.07,0.0,1.04,0.1,-0.1,0.0,4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12,57.17,-52.19,14.4756,0.01,-0.01,False
225,CoRoT-18 b,CoRoT-18,TIC 37168957,Gaia DR2 3120058170178779392,1,1,0,Published Confirmed,0,1.9000693,2.8e-06,-2.8e-06,0.0,0.0286,0.0006799999999999999,-0.0006799999999999999,0.0,14.022,0.93,-0.93,0.0,1.251,0.083,-0.083,0.0,1039.3041,54.0311,-54.0311,0.0,3.27,0.17,-0.17,0.0,,,,,1490.0,45.0,-45.0,0.0,0.92,0.06,-0.06,0.0,0.86,0.06,-0.06,0.0,4.44,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889,27.614,-25.784,14.2465,0.0188,-0.0188,True
230,CoRoT-19 b,CoRoT-19,TIC 42821097,Gaia DR2 3120002649138831360,1,1,0,Published Confirmed,0,3.897131,1.1e-05,-1.1e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.04,-0.04,0.0,1.21,0.05,-0.05,0.0,4.07,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663,26.737,-25.071,13.1861,0.0349,-0.0349,True
234,CoRoT-2 b,CoRoT-2,TIC 391958006,Gaia DR2 4287820848378092672,2,1,0,Published Confirmed,0,1.7429975,2e-07,-2e-07,0.0,,,,,15.85,0.7170000000000001,-0.7170000000000001,0.0,1.4140000000000001,0.064,-0.064,0.0,1052.0173,50.8528,-50.8528,0.0,3.31,0.16,-0.16,0.0,0.0,,,0.0,1535.0,21.0,-21.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836633999999999,213.283,2.485,-2.43,11.6659,0.0064,-0.0064,False
243,CoRoT-20 b,CoRoT-20,TIC 234825296,Gaia DR2 3120122805143587328,1,2,0,Published Confirmed,0,9.24318,9e-06,-9e-06,0.0,0.0891,0.0038,-0.0038,0.0,11.209000000000001,2.0180000000000002,-2.354,0.0,1.0,0.18,-0.21,0.0,1315.8162,114.4188,-95.349,0.0,4.14,0.36,-0.3,0.0,,,,,1024.0,16.0,-16.0,0.0,1.16,0.15,-0.2,0.0,1.1,0.1,-0.1,0.0,4.35,0.11,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.72042490000001,+00d13m36.82s,0.22689310000000001,844.061,24.171,-22.883,13.8786,0.0259,-0.0259,False
249,CoRoT-21 b,CoRoT-21,TIC 280420719,Gaia DR2 3107471240236703104,1,1,0,Published Confirmed,0,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.572000000000001,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,718.2958,98.5273,-98.5273,0.0,2.26,0.31,-0.31,0.0,0.0,,,0.0,,,,,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,3.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.29915440000000004,,,,15.2756,0.0064,-0.0064,True
251,CoRoT-22 b,CoRoT-22,TIC 323094535,Gaia DR2 4285572454508522496,1,1,0,Published Confirmed,0,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,0.077,0.3,-0.042,0.0,885.0,53.0,-280.0,0.0,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,4.36,0.07,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,11.187,-10.808,13.2006,0.0062,-0.0062,False
252,CoRoT-23 b,CoRoT-23,TIC 108155949,Gaia DR2 4283597937777249408,1,1,0,Published Confirmed,0,3.6313,0.0001,-0.0001,0.0,0.04809,0.00128,-0.0010400000000000001,0.0,13.227,2.13,-1.2329999999999999,0.0,1.18,0.19,-0.11,0.0,972.5598,101.7056,-98.5273,0.0,3.06,0.32,-0.31,0.0,,,,,1710.0,110.0,-80.0,0.0,1.74,0.26,-0.16,0.0,1.12,0.09,-0.07,0.0,4.01,0.08,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.357751599999999,1060.97,45.47,-41.94,14.1956,0.0093,-0.0093,False
255,CoRoT-24 b,CoRoT-24,TIC 36105482,Gaia DR2 3105404467618982272,1,2,0,Published Confirmed,0,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,0.0,,,0.0,1070.0,140.0,-140.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,14.5115,0.0182,-0.0182,False
257,CoRoT-25 b,CoRoT-25,TIC 130038122,Gaia DR2 4285689616891369600,1,1,0,Published Confirmed,0,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0.0,0.27,0.04,-0.04,0.0,0.0,,,0.0,1330.0,80.0,-40.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,4.31,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.62965610000003,+06d30m49.76s,6.5138223,1103.48,44.28,-41.05,14.1354,0.0147,-0.0147,False
